Provider State,Provider County Name,Average Number of Residents per Day
IN,Ripley,56.9
IN,Vigo,37.9
IN,Cass,93.7
IN,Hendricks,99.8
IN,Marion,86.2
IN,Delaware,47
IN,Marion,68.6
IN,Delaware,108
IN,Tippecanoe,86.4
IN,Marion,32.5
IN,Porter,65
IN,Marion,77.3
IN,Vanderburgh,81.6
IN,Allen,81.4
IN,Lake,42.4
IN,Warrick,101.5
IN,Monroe,37.9
IN,Hancock,44.3
IN,Allen,65.4
IN,Madison,73.6
IN,Sullivan,59.2
IN,Martin,32.4
IN,Wayne,80.9
IN,Clark,85.2
IN,Allen,54.6
IN,Scott,58.2
IN,Elkhart,106.9
IN,Spencer,40
IN,Marion,61.9
IN,Marion,126.4
IN,Warrick,77.5
IN,Spencer,38.9
IN,Gibson,62.2
IN,Monroe,105.7
IN,Dearborn,67.1
IN,Dubois,86.1
IN,Starke,33.7
IN,Noble,46.1
IN,Jasper,73.7
IN,Grant,80.2
IN,Carroll,49.1
IN,Marion,83.7
IN,Marion,102.9
IN,Marion,30.1
IN,Clinton,71.7
IN,La Porte,56.3
IN,Porter,31.2
IN,Greene,42.7
IN,Henry,36.2
IN,Dubois,11.9
IN,Harrison,129.7
IN,Vermillion,78.5
IN,Allen,41.1
IN,Allen,72.6
IN,Lawrence,43.7
IN,Washington,72.1
IN,Marion,136
IN,Vanderburgh,62.9
IN,Marion,116.7
IN,Washington,79.9
IN,Porter,92.8
IN,Fayette,82
IN,Orange,71.8
IN,Marion,120.5
IN,Wells,83.6
IN,Marion,45.8
IN,Hendricks,83.6
IN,Daviess,44.3
IN,Posey,52.5
IN,Lagrange,53.3
IN,La Porte,74.6
IN,Vanderburgh,84.4
IN,Allen,125.1
IN,Elkhart,48.9
IN,Decatur,30.2
IN,Warrick,82.6
IN,St. Joseph,63.4
IN,Madison,91.6
IN,Vigo,45.9
IN,Allen,60.3
IN,Pike,49.9
IN,Lake,107.2
IN,Spencer,27.4
IN,Allen,83.2
IN,Howard,96.9
IN,Crawford,53.2
IN,Posey,45.4
IN,Wells,7.4
IN,Martin,17.7
IN,Pike,41.7
IN,Hamilton,76.6
IN,Jackson,83.7
IN,Boone,67.4
IN,Fulton,42.7
IN,Hamilton,111.7
IN,Marion,48.1
IN,Perry,65.3
IN,Cass,81.9
IN,De Kalb,77.6
IN,Fayette,49.1
IN,Lawrence,30.2
IN,Marion,19.4
IN,Vanderburgh,59.8
IN,Noble,16.5
IN,Delaware,32.7
IN,Montgomery,56.7
IN,Tippecanoe,75
IN,Boone,23.5
IN,Miami,33.8
IN,Marion,55.9
IN,Johnson,80.9
IN,Scott,33.7
IN,Montgomery,26.5
IN,Lake,45.9
IN,Bartholomew,33.7
IN,Vigo,143.4
IN,Jefferson,35
IN,Marion,26.8
IN,Fulton,24.4
IN,Delaware,80.5
IN,Fayette,30.4
IN,Pulaski,28.1
IN,Johnson,27.8
IN,Delaware,42.3
IN,Allen,81.8
IN,Lake,75
IN,Steuben,83.7
IN,Grant,117.2
IN,Henry,33
IN,Daviess,48.3
IN,Switzerland,52.1
IN,Sullivan,35.4
IN,Lake,94.3
IN,Bartholomew,14.1
IN,Marion,8.8
IN,Adams,25.5
IN,Marshall,72.3
IN,Allen,10.9
IN,Montgomery,46.6
IN,Dubois,65.5
IN,Allen,84.8
IN,Franklin,29.7
IN,Wayne,92.7
IN,Noble,25
IN,Ohio,31.2
IN,Vigo,113.6
IN,Henry,19.1
IN,Brown,107.8
IN,Floyd,110.5
IN,Randolph,70.1
IN,Wayne,104.6
IN,Fayette,72.5
IN,Dubois,68.7
IN,Scott,56.3
IN,Kosciusko,53.7
IN,Elkhart,85
IN,Gibson,57.2
IN,Clay,53.7
IN,Marion,33.9
IN,St. Joseph,112
IN,Union,29.6
IN,Warrick,82.7
IN,Howard,50.2
IN,Noble,70.8
IN,Knox,35.3
IN,Vanderburgh,41.7
IN,Madison,40.8
IN,Madison,56.5
IN,Monroe,50.7
IN,Greene,91.5
IN,Dearborn,46.9
IN,Jay,60.6
IN,Randolph,45.5
IN,Lake,69.7
IN,Huntington,32.2
IN,Monroe,32.8
IN,Bartholomew,50
IN,Daviess,40.1
IN,Clay,80.8
IN,Huntington,28.7
IN,Delaware,98.6
IN,Delaware,33.7
IN,Wabash,81.5
IN,Tipton,101.3
IN,Marion,56.6
IN,Gibson,68.5
IN,Morgan,63.5
IN,Putnam,47.5
IN,Kosciusko,40.8
IN,Allen,69.4
IN,Warren,52.9
IN,Hancock,22.7
IN,Jay,43.7
IN,Jasper,71.5
IN,Henry,25.9
IN,St. Joseph,49.9
IN,Blackford,46.6
IN,St. Joseph,54.6
IN,Bartholomew,43.3
IN,Lake,81.6
IN,Kosciusko,43.6
IN,Elkhart,106.9
IN,De Kalb,59.7
IN,Allen,106
IN,Putnam,38.7
IN,Marshall,44.3
IN,Johnson,145.4
IN,Steuben,42
IN,Clinton,114.4
IN,Tippecanoe,78.1
IN,Morgan,75.3
IN,Marion,72.6
IN,Vanderburgh,58.1
IN,Lake,108.4
IN,Jackson,87.8
IN,Floyd,107.1
IN,Floyd,68.2
IN,Madison,41.7
IN,Hamilton,34.7
IN,Boone,78.3
IN,Vanderburgh,77.5
IN,Decatur,55.9
IN,Wabash,29.6
IN,Marion,91.6
IN,Rush,40.9
IN,Lawrence,44.4
IN,Knox,51.6
IN,Kosciusko,56
IN,Marion,57.2
IN,Lake,106.5
IN,Owen,67.1
IN,Lake,65.6
IN,Johnson,93.4
IN,Lake,62.1
IN,Allen,49.2
IN,Wabash,163.1
IN,Allen,96.3
IN,Harrison,80.9
IN,Clinton,83.2
IN,Clark,93.2
IN,Pulaski,35.6
IN,Owen,82.9
IN,Lake,67
IN,Marion,87.4
IN,Jennings,94.2
IN,De Kalb,66
IN,Jasper,49.9
IN,Floyd,88
IN,Warrick,39.7
IN,Perry,50.9
IN,St. Joseph,52.1
IN,Wells,65.4
IN,Dubois,35.2
IN,Decatur,45.7
IN,Clinton,57.2
IN,Monroe,64.9
IN,Howard,58.2
IN,Allen,47.5
IN,Boone,35.1
IN,Floyd,71.8
IN,Warrick,46.1
IN,St. Joseph,54.8
IN,Elkhart,99.5
IN,Starke,42.2
IN,Delaware,104.6
IN,Knox,29.6
IN,Elkhart,142.7
IN,Madison,44.4
IN,Shelby,94.5
IN,Huntington,60.2
IN,Bartholomew,54
IN,De Kalb,92.5
IN,Elkhart,68.1
IN,Knox,53
IN,Clark,60.7
IN,Madison,27.6
IN,Blackford,30.1
IN,Marshall,69.9
IN,Wells,57.3
IN,Miami,83.1
IN,Dubois,23.6
IN,Shelby,47.6
IN,Huntington,117.4
IN,Adams,104.6
IN,Daviess,41.8
IN,Cass,62.5
IN,Jackson,50.4
IN,Knox,25.7
IN,Jackson,96.2
IN,Vanderburgh,140.1
IN,Marion,39.3
IN,Madison,66.3
IN,Newton,51.7
IN,Dubois,38.2
IN,Vanderburgh,48
IN,Cass,61.8
IN,Tippecanoe,27.5
IN,Wells,25.8
IN,Lawrence,51.4
IN,Ripley,46.3
IN,Allen,43.5
IN,Ripley,85.7
IN,Gibson,47.3
IN,Lake,35.7
IN,Jefferson,45.7
IN,Shelby,47.5
IN,Putnam,42.7
IN,St. Joseph,27.7
IN,Wabash,50.9
IN,Marion,32.2
IN,Ripley,48.3
IN,Benton,46.2
IN,Noble,81.7
IN,St. Joseph,38.4
IN,Pulaski,37.8
IN,Adams,85.8
IN,Morgan,93.1
IN,Scott,54.5
IN,Elkhart,55
IN,Allen,99.4
IN,Allen,129.5
IN,Marion,129.3
IN,Putnam,41.5
IN,Henry,46.1
IN,Elkhart,62
IN,Hendricks,99.3
IN,Wayne,49.3
IN,Noble,38.5
IN,Lake,41.5
IN,Floyd,11.8
IN,Clark,47.5
IN,Hancock,46.8
IN,Vanderburgh,41.8
IN,Delaware,40.5
IN,Floyd,56.4
IN,Johnson,130.3
IN,Vigo,46.2
IN,Vanderburgh,82.8
IN,Tippecanoe,56.4
IN,Vigo,74.8
IN,Tippecanoe,56.8
IN,Hamilton,49.2
IN,Marion,72.6
IN,White,36
IN,Elkhart,39.9
IN,St. Joseph,83
IN,Vanderburgh,39.2
IN,Hamilton,125
IN,Tippecanoe,140.8
IN,Johnson,98.8
IN,Dearborn,62.4
IN,Hamilton,103.7
IN,Miami,45.3
IN,Hendricks,121.6
IN,Hamilton,86.8
IN,Hamilton,10.4
IN,Porter,45.2
IN,Allen,41.5
IN,Decatur,54.6
IN,Allen,104.1
IN,Grant,40.6
IN,Allen,75.3
IN,Warrick,48
IN,Vigo,61.5
IN,Warrick,65.3
IN,St. Joseph,44.9
IN,Porter,79.7
IN,Wabash,46
IN,Marion,43.8
IN,Hamilton,42.9
IN,Allen,76.5
IN,Wabash,59.8
IN,Marion,43.8
IN,Montgomery,55.5
IN,Floyd,49.3
IN,Hendricks,70.7
IN,Marion,44.9
IN,Marion,38.1
IN,Hamilton,27.7
IN,Monroe,51.1
IN,Howard,43.3
IN,Vanderburgh,44
IN,Johnson,95
IN,Lake,53.5
IN,Marion,83.3
IN,St. Joseph,47
IN,Marion,33.8
IN,Marion,88.7
IN,Allen,49.5
IN,Allen,45.6
IN,Tippecanoe,42.5
IN,Vigo,37.8
IN,St. Joseph,60.2
IN,Boone,9.1
IN,Hamilton,44.2
IN,Marion,71.8
IN,Lake,49.3
IN,Hendricks,95.7
IN,Daviess,39.9
IN,Monroe,35.9
IN,Madison,23.4
IN,Lake,77.6
IN,Hamilton,89
IN,Morgan,32.7
IN,Wayne,40.6
IN,Porter,56
IN,Lake,20.9
IN,Hamilton,53
IN,Ripley,26.2
IN,Hendricks,7
IN,Jefferson,40.6
IN,St. Joseph,70.8
IN,Noble,45.5
IN,Harrison,44.5
IN,Lake,45.4
IN,Vanderburgh,45.8
IN,Hamilton,32.5
IN,Elkhart,42.1
IN,Marion,24.1
IN,Boone,23
IN,Shelby,126.7
IN,Delaware,38.8
IN,Marion,42.8
IN,Marion,34.4
IN,Dubois,16.6
IN,Morgan,33.7
IA,Polk,47.6
IA,Linn,67.9
IA,Floyd,43.8
IA,Johnson,46.7
IA,Scott,63
IA,Black Hawk,72.1
IA,Scott,61.1
IA,Cerro Gordo,158
IA,Black Hawk,53.9
IA,Calhoun,50.6
IA,Dubuque,61.8
IA,Des Moines,103.8
IA,Boone,57.9
IA,Clayton,15.5
IA,Woodbury,39.4
IA,Scott,92.2
IA,Henry,34.9
IA,Lee,71
IA,Black Hawk,50.2
IA,Shelby,53.2
IA,Webster,61.4
IA,Sioux,65.6
IA,Page,41.6
IA,Woodbury,61.9
IA,Polk,94.6
IA,Polk,28.7
IA,Black Hawk,66.7
IA,Warren,40.3
IA,Scott,91.1
IA,Polk,42.8
IA,Linn,61.6
IA,Johnson,46.5
IA,Mitchell,37.6
IA,Woodbury,48.8
IA,Polk,51.3
IA,Fayette,31.3
IA,Obrien,66.5
IA,Winneshiek,61.4
IA,Warren,37.1
IA,Sac,21.9
IA,Lyon,38.3
IA,Cerro Gordo,19.5
IA,Montgomery,29.2
IA,Warren,87.4
IA,Fayette,35.6
IA,Madison,48.3
IA,Montgomery,32.3
IA,Kossuth,70.9
IA,Montgomery,42.5
IA,Emmet,57.6
IA,Harrison,52.1
IA,Webster,25.2
IA,Black Hawk,61.3
IA,Johnson,60.5
IA,Union,56.6
IA,Polk,57.3
IA,Harrison,20.7
IA,Van Buren,53.1
IA,Plymouth,47.1
IA,Ida,18.1
IA,Ida,44.7
IA,Dallas,44.8
IA,Marshall,69.4
IA,Mitchell,40.8
IA,Wapello,106.7
IA,Winnebago,31.6
IA,Johnson,74.5
IA,Lyon,32.8
IA,Cass,30.3
IA,Clinton,55.2
IA,Pocahontas,30.7
IA,Des Moines,46
IA,Wayne,62
IA,Wapello,47.1
IA,Ringgold,36
IA,Appanoose,49.3
IA,Worth,27.3
IA,Lee,61
IA,Dubuque,52.1
IA,Pottawattamie,30.6
IA,Carroll,31.7
IA,Audubon,34.5
IA,Greene,41.7
IA,Washington,46.8
IA,Taylor,22
IA,Calhoun,27.7
IA,Adair,39.6
IA,Crawford,30.9
IA,Allamakee,42.8
IA,Allamakee,49.5
IA,Grundy,29.3
IA,Floyd,47.1
IA,Sioux,47.7
IA,Lyon,28.9
IA,Sioux,27
IA,Buena Vista,25.6
IA,Black Hawk,121.3
IA,Decatur,40
IA,Guthrie,38
IA,Grundy,39.9
IA,Warren,60.8
IA,Monona,43.4
IA,Appanoose,45.3
IA,Allamakee,36.4
IA,Lee,49.9
IA,Polk,46
IA,Poweshiek,29.2
IA,Cedar,27.8
IA,Polk,47.4
IA,Webster,82.6
IA,Woodbury,66
IA,Monona,38.9
IA,Polk,70
IA,Ringgold,63.9
IA,Hamilton,38.3
IA,Woodbury,69.8
IA,Polk,83.5
IA,Polk,53.9
IA,Mahaska,67
IA,Union,28.5
IA,Linn,77.2
IA,Jones,66.4
IA,Scott,47.4
IA,Mills,31.3
IA,Hardin,19.6
IA,Lyon,35.3
IA,Calhoun,18.9
IA,Adams,30.8
IA,Tama,58.7
IA,Cedar,56.8
IA,Cass,66.3
IA,Pottawattamie,51.3
IA,Webster,106.3
IA,Taylor,24.1
IA,Clarke,87
IA,Pottawattamie,31.6
IA,Poweshiek,20.4
IA,Monona,68.5
IA,Chickasaw,42.5
IA,Black Hawk,78.9
IA,Linn,76.9
IA,Black Hawk,38.7
IA,Clayton,27.3
IA,Chickasaw,50.2
IA,Buchanan,36.4
IA,Lee,31.7
IA,Lucas,40.2
IA,Jefferson,53.8
IA,Black Hawk,115.2
IA,Marion,69.7
IA,Butler,34.8
IA,Linn,88.9
IA,Plymouth,30.9
IA,Pocahontas,37.4
IA,Monroe,34.3
IA,Decatur,27.6
IA,Hardin,26.4
IA,Iowa,42.4
IA,Story,27.5
IA,Linn,42.5
IA,Woodbury,29
IA,Marion,48.3
IA,Keokuk,45
IA,Davis,60.6
IA,Henry,27.9
IA,Plymouth,32.6
IA,Cherokee,38.2
IA,Louisa,33.3
IA,Montgomery,36.2
IA,Linn,37.8
IA,Clayton,57.5
IA,Hardin,44.9
IA,Butler,27.6
IA,Buchanan,31.6
IA,Allamakee,33.4
IA,Butler,25.8
IA,Fayette,49.9
IA,Fayette,50.8
IA,Ida,37.1
IA,Sac,40.6
IA,Webster,26.8
IA,Polk,64.8
IA,Butler,26.7
IA,Floyd,44.5
IA,Benton,34.9
IA,Polk,61.7
IA,Cass,34.5
IA,Palo Alto,37.2
IA,Emmet,32.2
IA,Franklin,44.2
IA,Keokuk,33.6
IA,Butler,22
IA,Harrison,57.3
IA,Carroll,40.6
IA,Buena Vista,88.7
IA,Story,48.7
IA,Wright,40.5
IA,Hancock,54.2
IA,Hancock,44.3
IA,Cerro Gordo,51.9
IA,Winnebago,44.6
IA,Cerro Gordo,61.2
IA,Warren,61.3
IA,Crawford,27.9
IA,Shelby,50.9
IA,Harrison,93.1
IA,Jackson,38.5
IA,Jones,55.1
IA,Scott,37.7
IA,Clinton,38
IA,Clayton,49.4
IA,Wright,38.3
IA,Keokuk,22.3
IA,Marion,53.3
IA,Adair,37.2
IA,Franklin,27.8
IA,Marshall,60.8
IA,Howard,33.2
IA,Obrien,29.6
IA,Johnson,36.4
IA,Linn,19.3
IA,Marshall,20.9
IA,Clayton,33.5
IA,Hardin,40.7
IA,Des Moines,26.2
IA,Lee,58.9
IA,Cherokee,25.4
IA,Warren,69.1
IA,Osceola,36.7
IA,Dickinson,36
IA,Henry,33.2
IA,Plymouth,50.7
IA,Cerro Gordo,23.1
IA,Kossuth,24
IA,Hamilton,67.5
IA,Audubon,50
IA,Buena Vista,28.5
IA,Calhoun,27.9
IA,Muscatine,34.8
IA,Jasper,33.1
IA,Jasper,49
IA,Story,56.9
IA,Story,126.1
IA,Cherokee,38.5
IA,Dallas,24.2
IA,Jasper,50
IA,Cherokee,35.4
IA,Kossuth,27
IA,Muscatine,125.3
IA,Mitchell,46.4
IA,Boone,41.2
IA,Woodbury,34.7
IA,Scott,59.5
IA,Fayette,44.7
IA,Mitchell,21.5
IA,Des Moines,47.9
IA,Linn,41.3
IA,Polk,62.6
IA,Bremer,92.2
IA,Hardin,43.6
IA,Palo Alto,31.5
IA,Dickinson,25.4
IA,Tama,35.4
IA,Pottawattamie,75.8
IA,Polk,112.9
IA,Clay,71
IA,Tama,53.4
IA,Marshall,58.9
IA,Louisa,38.3
IA,Washington,52.2
IA,Carroll,58.2
IA,Iowa,36.8
IA,Obrien,26.4
IA,Polk,27.6
IA,Pocahontas,31.1
IA,Tama,47.9
IA,Hamilton,46.7
IA,Black Hawk,114.7
IA,Pottawattamie,58.9
IA,Hancock,21.2
IA,Boone,52.6
IA,Washington,52
IA,Dubuque,184.9
IA,Hardin,56.4
IA,Woodbury,58.7
IA,Fremont,32
IA,Winneshiek,47.7
IA,Louisa,39.2
IA,Henry,42.7
IA,Polk,49.4
IA,Poweshiek,46.5
IA,Poweshiek,36.4
IA,Washington,47.9
IA,Washington,46.6
IA,Clay,72.1
IA,Worth,37.3
IA,Palo Alto,32.1
IA,Polk,68.8
IA,Sac,30.9
IA,Page,34.6
IA,Howard,32.6
IA,Howard,33.5
IA,Palo Alto,43.1
IA,Bremer,18.7
IA,Butler,30.3
IA,Madison,55.8
IA,Boone,74.7
IA,Sac,25.7
IA,Wright,32.7
IA,Adair,59.5
IA,Bremer,45.6
IA,Delaware,109.1
IA,Kossuth,35.1
IA,Polk,75.5
IA,Black Hawk,46.3
IA,Clinton,68.7
IA,Scott,73.5
IA,Linn,25.7
IA,Dubuque,90.4
IA,Polk,41.4
IA,Tama,28.6
IA,Jackson,67.6
IA,Jasper,20.4
IA,Grundy,29.2
IA,Emmet,26.4
IA,Pottawattamie,85.7
IA,Guthrie,44.1
IA,Howard,23.7
IA,Dickinson,58.7
IA,Page,29.1
IA,Mills,58.3
IA,Page,47.2
IA,Crawford,81.7
IA,Humboldt,46.5
IA,Humboldt,15.3
IA,Cherokee,31.2
IA,Cerro Gordo,71.4
IA,Linn,100.7
IA,Sioux,83.4
IA,Webster,68.6
IA,Woodbury,38
IA,Mitchell,26.4
IA,Linn,62.4
IA,Jasper,58.4
IA,Johnson,74.8
IA,Fremont,44.5
IA,Henry,26.8
IA,Dallas,50.2
IA,Wapello,27.8
IA,Johnson,66.5
IA,Benton,53.1
IA,Scott,59.1
IA,Osceola,37.9
IA,Dallas,34.6
IA,Dubuque,67.3
IA,Polk,22.9
IA,Dubuque,62.2
IA,Cass,52.8
IA,Monroe,45.1
IA,Dubuque,65.1
IA,Iowa,48.9
IA,Linn,38.9
IA,Dubuque,31
IA,Lee,26.9
IA,Mahaska,54.6
IA,Obrien,63.9
IA,Scott,89.3
IA,Winneshiek,39.8
IA,Story,44.7
IA,Muscatine,64.4
IA,Jackson,29
IA,Polk,95.4
IA,Dallas,35.1
IA,Dubuque,61.8
IA,Muscatine,54.1
IA,Winnebago,26.1
IA,Linn,55.7
IA,Mahaska,70.8
IA,Cedar,45.8
IA,Dallas,46
IA,Henry,31.7
IA,Polk,22.1
IA,Poweshiek,38.7
IA,Plymouth,42.4
IA,Polk,36.8
IA,Marion,
IA,Cedar,51.7
IA,Polk,81
IA,Jefferson,63.9
IA,Bremer,25.2
IA,Benton,48.2
IA,Polk,36.8
IA,Dallas,70.5
IA,Marion,61.9
IA,Jasper,21
IA,Polk,37.5
IA,Muscatine,23.4
IA,Polk,87.3
IA,Story,36
IA,Iowa,45.7
IA,Woodbury,45.4
IA,Polk,53.1
IA,Linn,55.7
IA,Dubuque,27
IA,Clinton,64.7
IA,Woodbury,17.8
IA,Linn,34.6
IA,Black Hawk,78.5
IA,Grundy,46.5
IA,Polk,30.1
IA,Linn,34.3
IA,Linn,29.3
IA,Carroll,24.2
IA,Polk,59
IA,Marshall,390.1
IA,Benton,34.9
IA,Buchanan,35.3
IA,Carroll,66.9
IA,Franklin,36.8
IA,Greene,43.7
IA,Obrien,35.6
IA,Story,51.5
IA,Sioux,57.8
IA,Dubuque,36.5
IA,Palo Alto,22
IA,Humboldt,25
IA,Appanoose,20
IA,Davis,26.6
IA,Lee,47.1
KS,Sedgwick,45.5
KS,Shawnee,78.2
KS,Crawford,34.9
KS,Miami,40.3
KS,Sedgwick,57
KS,Riley,85.4
KS,Shawnee,55.5
KS,Reno,56.6
KS,Johnson,143.8
KS,Sedgwick,64.4
KS,Johnson,162.5
KS,Johnson,84.9
KS,Butler,52
KS,Geary,73.7
KS,Saline,37.9
KS,Johnson,32.9
KS,Sedgwick,75.7
KS,Wyandotte,51.2
KS,Atchison,33.4
KS,Osage,57.4
KS,Douglas,16.4
KS,Shawnee,67.7
KS,Butler,77.5
KS,Johnson,111.4
KS,Wyandotte,35.4
KS,Leavenworth,43
KS,Seward,3.5
KS,Shawnee,73.5
KS,Sedgwick,99.8
KS,Shawnee,41.7
KS,Shawnee,107.7
KS,Lyon,92.4
KS,Riley,105
KS,Finney,48.1
KS,Johnson,94.8
KS,Johnson,112.5
KS,Sedgwick,67.4
KS,Johnson,94.1
KS,Johnson,99
KS,Saline,56.3
KS,Saline,65.8
KS,Johnson,68.5
KS,Johnson,33.3
KS,Riley,40.6
KS,Saline,65.4
KS,Osborne,36.3
KS,Thomas,30.6
KS,Ellsworth,33.8
KS,Ford,40.2
KS,Crawford,64.3
KS,Labette,49.3
KS,Neosho,48.8
KS,Leavenworth,58.6
KS,Doniphan,39.8
KS,Sedgwick,35.6
KS,Wyandotte,34.7
KS,Pottawatomie,38.2
KS,Butler,43.8
KS,Chase,27.2
KS,Allen,26.2
KS,Allen,39.6
KS,Leavenworth,49.9
KS,Wyandotte,38.6
KS,Ellsworth,38.4
KS,Chautauqua,46.1
KS,Cherokee,41.8
KS,Pawnee,51.2
KS,Reno,43.5
KS,Montgomery,22.2
KS,Miami,39.7
KS,Morris,55.8
KS,Johnson,31.9
KS,Nemaha,31
KS,Johnson,117.6
KS,Johnson,70.3
KS,Dickinson,66.9
KS,Wyandotte,93.7
KS,Republic,33.8
KS,Neosho,55.5
KS,Franklin,53.5
KS,Sedgwick,59
KS,Harvey,49.8
KS,Shawnee,122.3
KS,Osage,42
KS,Johnson,59.4
KS,Bourbon,43.9
KS,Reno,53.1
KS,Johnson,121.1
KS,Cherokee,24.6
KS,Johnson,115.7
KS,Clay,39.3
KS,Sedgwick,38.3
KS,Sedgwick,78.6
KS,Edwards,21.6
KS,Miami,43.3
KS,Douglas,69.5
KS,Lyon,33.9
KS,Wyandotte,52
KS,Ottawa,44.1
KS,Russell,36.7
KS,Greenwood,44.1
KS,Montgomery,109.4
KS,Barton,38.7
KS,Sedgwick,46.5
KS,Smith,43.9
KS,Shawnee,41.3
KS,Wyandotte,76.3
KS,Rice,32.9
KS,Saline,46.4
KS,Sedgwick,39.9
KS,Harvey,48.9
KS,Labette,26.7
KS,Lyon,41.1
KS,Douglas,29.7
KS,Ford,26.3
KS,Cowley,48.7
KS,Clay,24.6
KS,Cowley,39.5
KS,Pratt,42.7
KS,Wilson,37.3
KS,Ellis,51.4
KS,Jefferson,30.7
KS,Butler,29.9
KS,Cowley,44.8
KS,Ellis,35.7
KS,Franklin,70.5
KS,Jefferson,34.3
KS,Seward,28.8
KS,Montgomery,40.7
KS,Rice,29.4
KS,Sumner,39.2
KS,Douglas,47.2
KS,Shawnee,134.8
KS,Johnson,33.4
KS,Sedgwick,100
KS,Wabaunsee,32.1
KS,Cheyenne,28.1
KS,Mitchell,68.7
KS,Marshall,72.5
KS,Clay,25.7
KS,Crawford,42.7
KS,Barton,37.5
KS,Johnson,87.8
KS,Decatur,39.5
KS,Sumner,32.2
KS,Pottawatomie,41.9
KS,Sherman,39.3
KS,Crawford,39.1
KS,Rawlins,34.1
KS,Rush,34.4
KS,Coffey,59.4
KS,Nemaha,26.8
KS,Nemaha,79.2
KS,Ford,43
KS,Reno,89.2
KS,Mcpherson,70.8
KS,Reno,33
KS,Harvey,91.3
KS,Harvey,96.2
KS,Marion,47.9
KS,Woodson,30.3
KS,Labette,23.2
KS,Shawnee,67.7
KS,Sedgwick,42
KS,Wyandotte,29.3
KS,Harvey,59.1
KS,Marion,42.3
KS,Reno,48.9
KS,Mcpherson,100.8
KS,Sedgwick,89.1
KS,Osborne,46.3
KS,Sedgwick,143.6
KS,Leavenworth,41.4
KS,Doniphan,34.1
KS,Miami,65.8
KS,Mcpherson,58.4
KS,Labette,31.2
KS,Marshall,29.8
KS,Shawnee,67.8
KS,Lincoln,34.5
KS,Cloud,37.3
KS,Cloud,26.6
KS,Saline,50.5
KS,Butler,60.8
KS,Johnson,36
KS,Nemaha,22.9
KS,Anderson,34.1
KS,Labette,30.5
KS,Jackson,40.3
KS,Mcpherson,41.2
KS,Nemaha,49
KS,Crawford,22.2
KS,Johnson,39.9
KS,Franklin,51.9
KS,Douglas,45.1
KS,Harvey,36.4
KS,Johnson,49.8
KS,Sumner,21.8
KS,Butler,43.9
KS,Sedgwick,71.2
KS,Sedgwick,39.7
KS,Wabaunsee,57.9
KS,Sumner,43.6
KS,Marion,42.2
KS,Seward,46.3
KS,Shawnee,44.4
KS,Montgomery,40.7
KS,Crawford,68.4
KS,Sedgwick,93.2
KS,Harvey,57.4
KS,Neosho,46.2
KS,Cherokee,34.2
KS,Pottawatomie,33.7
KS,Johnson,41.4
KS,Cloud,31.8
KS,Dickinson,30
KS,Dickinson,34.8
KS,Riley,46.6
KS,Johnson,68.5
KS,Phillips,25.3
KS,Sedgwick,33.9
KS,Marion,36
KS,Sedgwick,50.4
KS,Cowley,26.8
KS,Reno,35.4
KS,Dickinson,28
KS,Johnson,29.7
KS,Cloud,29.6
KS,Washington,39.1
KS,Mcpherson,32.5
KS,Ellis,81.6
KS,Johnson,13.6
KS,Ford,21.5
KS,Sedgwick,52.4
KS,Douglas,55.4
KS,Johnson,31.9
KS,Sumner,29.5
KS,Mitchell,32.2
KS,Norton,61.3
KS,Mcpherson,90.3
KS,Brown,36.6
KS,Rice,22.9
KS,Montgomery,27.5
KS,Washington,20.2
KS,Ford,44.8
KS,Sedgwick,65.9
KS,Cowley,77.8
KS,Johnson,64.1
KS,Butler,71.2
KS,Kingman,44.6
KS,Barton,51.8
KS,Wallace,22.7
KS,Scott,60.4
KS,Meade,14.6
KS,Sedgwick,59.7
KS,Gray,50.6
KS,Stafford,24.9
KS,Stafford,25.5
KS,Atchison,43.3
KS,Sedgwick,49.1
KS,Leavenworth,46.3
KS,Sedgwick,20.6
KS,Johnson,31.8
KS,Sedgwick,61.5
KS,Johnson,31.9
KS,Johnson,35.7
KS,Johnson,36
KS,Sedgwick,26.8
KS,Wyandotte,84.9
KS,Kingman,41.6
KS,Brown,26.8
KS,Shawnee,43.8
KS,Wyandotte,49.5
KS,Johnson,24.7
KS,Johnson,86.2
KS,Johnson,49.6
KS,Morton,43.3
KS,Mcpherson,73.9
KS,Thomas,52
KS,Shawnee,64.8
KS,Johnson,116.4
KS,Johnson,53.7
KS,Grant,35.7
KS,Johnson,31.1
KS,Sedgwick,17
KS,Finney,44.6
KS,Sedgwick,23.5
KS,Sedgwick,50
KS,Smith,21.6
KS,Trego,29.1
KS,Marion,28.1
KS,Wichita,7.9
KS,Meade,35.1
KS,Comanche,41.3
KS,Kiowa,43.8
KS,Greeley,24.5
KS,Gove,36.7
KS,Rooks,29.1
KS,Marion,35.9
KS,Pottawatomie,31.3
KS,Shawnee,33.8
KS,Jefferson,34.7
KS,Haskell,37.8
KS,Sheridan,31.2
KS,Stanton,22.4
KS,Graham,31.4
KS,Clark,26.6
KS,Coffey,20.8
KS,Gray,27.7
KS,Shawnee,85.6
KS,Kearny,35.3
KS,Harper,49.5
KS,Stevens,74.2
KS,Anderson,24.7
KS,Comanche,24.7
KS,Atchison,37.2
KS,Cowley,38.8
KS,Jefferson,27.8
